ID,deck,front,back,tags,note_type,media
617,PMBOK6 - Core Terms,What is the goal of conflict management?,Timely and constructive conflict resolution,KA::Resource,Basic,
618,PMBOK6 - Core Terms,What does motivation provide in a team setting?,A reason to act and engage in decision making,KA::Resource,Basic,
619,PMBOK6 - Core Terms,How does negotiation benefit the team?,Builds trust and achieves consensus,KA::Resource,Basic,
620,PMBOK6 - Core Terms,What is the purpose of team building activities?,Enhance collaboration and social relations,KA::Resource,Basic,
621,PMBOK6 - Core Terms,Team building should be a {{c1::continuous process}} throughout the project.,,KA::Resource,Cloze,
622,PMBOK6 - Core Terms,{{c1::Colocation}} involves placing team members in the same location to improve collaboration.,,KA::Resource,Cloze,
623,PMBOK6 - Core Terms,What is the Tuckman ladder?,A model describing team development stages,KA::Resource,Basic,
625,PMBOK6 - Core Terms,This phase is where the team members meet and learn about the project and their formal roles and responsibilities. Team members tend to be independent and not as open in this phase.,Forming,KA::Resource,Basic,
626,PMBOK6 - Core Terms,"During this phase, the team begins to address project work and decisions, but conflict may arise if collaboration is weak.",Storming,KA::Resource,Basic,
627,PMBOK6 - Core Terms,"In this phase, team members begin to adjust habits and trust each other.",Norming,KA::Resource,Basic,
628,PMBOK6 - Core Terms,Teams that reach this phase function as a well-organized unit and resolve issues effectively.,Performing,KA::Resource,Basic,
629,PMBOK6 - Core Terms,This phase involves wrapping up the project and releasing staff or transitioning them to other work.,Adjourning,KA::Resource,Basic,
631,PMBOK6 - Core Terms,"High-performing teams are characterized by {{c1::open communication, trust, and collaborative problem solving}}.",,KA::Resource,Cloze,
639,PMBOK6 - Core Terms,Retreating from an actual or potential conflict situation; postponing the issue to be resolved later,Withdraw/Avoid,KA::Resource,Basic,
640,PMBOK6 - Core Terms,Emphasizing areas of agreement and conceding to maintain harmony,Smooth/Accommodate,KA::Resource,Basic,
641,PMBOK6 - Core Terms,Searching for mutually acceptable solutions that partially satisfy all parties.,Compromise/Reconcile,KA::Resource,Basic,
642,PMBOK6 - Core Terms,Pushing one's viewpoint at the expense of others; win-lose enforcement,Force/Direct,KA::Resource,Basic,
643,PMBOK6 - Core Terms,Open dialogue to reach consensus and commitment; incorporates multiple perspectives.,Collaborate/Problem Solve,KA::Resource,Basic,
645,PMBOK6 - Core Terms,"{{c1::Emotional intelligence}} is the ability to identify, assess, and manage the emotions of oneself and others.",Emotional intelligence,KA::Resource,Cloze,
648,PMBOK6 - Core Terms,{{c1::Leadership}} is the ability to lead a team and inspire them to do their jobs well.,Leadership,KA::Resource,Cloze,
652,PMBOK6 - Core Terms,"{{c1::Performance reviews}} measure, compare, and analyze planned resource utilization to actual resource utilization.",Performance reviews,KA::Resource PG::Monitoring,Cloze,
657,PMBOK6 - Core Terms,What are the two parts of successful project communication?,Strategy development and communication execution,KA::Communication,Basic,
660,PMBOK6 - Core Terms,{{c1::Correct grammar and spelling}} is one of the 5Cs of written communication.,Correct grammar and spelling,KA::Communication,Cloze,
661,PMBOK6 - Core Terms,{{c1::Listening actively}} is a key communication skill for effective exchanges in project teams.,Listening actively,KA::Communication,Cloze,
662,PMBOK6 - Core Terms,What is a modern trend in project communication involving daily meetings (especially for Agile teams)?,Daily stand-ups with stakeholders and teams,KA::Communication,Basic,
663,PMBOK6 - Core Terms,{{c1::Social computing}} and social media are increasingly used to support information exchange and build trust.,Social computing,KA::Communication,Cloze,
667,PMBOK6 - Core Terms,"{{c1::Colocation}} and transparency support fast, effective communication in adaptive environments.",Colocation,KA::Communication,Cloze,
670,PMBOK6 - Core Terms,When should the communications management plan be reviewed and revised?,Regularly or at each new project phase.,KA::Communication PG::Planning,Basic,
671,PMBOK6 - Core Terms,What does communication requirements analysis determine?,The information needs of project stakeholders.,KA::Communication PG::Planning,Basic,
672,PMBOK6 - Core Terms,"{{c1::Stakeholder information, channels, and project org}} influence communication requirements.","Stakeholder information, channels, and project org",KA::Communication PG::Planning,Cloze,
674,PMBOK6 - Core Terms,{{c1::Ease of use}} and availability affect the choice of communication technology.,Ease of use,KA::Communication PG::Planning,Cloze,
676,PMBOK6 - Core Terms,{{c1::Encode}} is the process of converting a message into symbols for transmission.,Encode,KA::Communication PG::Planning,Cloze,
677,PMBOK6 - Core Terms,{{c1::Transmit message}} sends the encoded message through a channel.,Transmit message,KA::Communication PG::Planning,Cloze,
678,PMBOK6 - Core Terms,{{c1::Decode}} translates received data into a useful form.,Decode,KA::Communication PG::Planning,Cloze,
679,PMBOK6 - Core Terms,{{c1::Acknowledge}} signals receipt of a message without confirming understanding.,Acknowledge,KA::Communication PG::Planning,Cloze,
680,PMBOK6 - Core Terms,{{c1::Feedback/response}} confirms understanding and replies to the sender.,Feedback/response,KA::Communication PG::Planning,Cloze,
681,PMBOK6 - Core Terms,{{c1::Noise}} refers to barriers that interfere with message transmission or comprehension.,Noise,KA::Communication PG::Planning,Cloze,
683,PMBOK6 - Core Terms,"Which communication method is a real-time, two-way exchange?",Interactive communication,KA::Communication PG::Planning,Basic,
684,PMBOK6 - Core Terms,Which communication method sends info to recipients but doesn't confirm receipt?,Push communication,KA::Communication PG::Planning,Basic,
685,PMBOK6 - Core Terms,Which communication method requires recipients to access content at their own discretion?,Pull communication,KA::Communication PG::Planning,Basic,
686,PMBOK6 - Core Terms,What is interpersonal communication?,Information exchange between individuals.,KA::Communication PG::Planning,Basic,
687,PMBOK6 - Core Terms,What defines small group communication?,Occurs within groups of about 3 to 6 people.,KA::Communication PG::Planning,Basic,
690,PMBOK6 - Core Terms,{{c1::Political awareness}} involves understanding formal/informal power and strategies.,Political awareness,KA::Communication PG::Planning,Cloze,
691,PMBOK6 - Core Terms,{{c1::Cultural awareness}} helps prevent misunderstandings from stakeholder diversity.,Cultural awareness,KA::Communication PG::Planning,Cloze,
692,PMBOK6 - Core Terms,{{c1::Escalation processes and frequency}} are elements of the communications management plan.,Escalation processes and frequency,KA::Communication PG::Planning,Cloze,
693,PMBOK6 - Core Terms,"{{c1::Manage Communications}} is the process of ensuring timely and appropriate collection, creation, distribution, storage, retrieval, and management of project information.",,KA::Communication PG::Executing,Cloze,
694,PMBOK6 - Core Terms,Key benefit of {{c1::Manage Communications}} is enabling efficient and effective information flow.,,KA::Communication PG::Executing,Cloze,
695,PMBOK6 - Core Terms,Decisions about media use in communication include choosing when to use {{c1::written vs oral}} or {{c1::formal vs informal}} formats.,,KA::Communication PG::Executing,Cloze,
696,PMBOK6 - Core Terms,"Preparing agendas, managing attendance, and ensuring follow-up are part of {{c1::meeting management}}.",,KA::Communication PG::Executing,Cloze,
697,PMBOK6 - Core Terms,"{{c1::Communication competence}} includes clarity of purpose, effective relationships, and leadership behaviors.",,KA::Communication PG::Executing,Cloze,
698,PMBOK6 - Core Terms,Information about reactions that supports interactive communication is called {{c1::feedback}}.,,KA::Communication PG::Executing,Cloze,
699,PMBOK6 - Core Terms,"Gestures, tone, and facial expressions are examples of {{c1::nonverbal}} communication.",,KA::Communication PG::Executing,Cloze,
700,PMBOK6 - Core Terms,Clear and effective {{c1::presentations}} consider audience needs and project objectives.,,KA::Communication PG::Executing,Cloze,
701,PMBOK6 - Core Terms,"Techniques of {{c1::active listening}} involve acknowledging, clarifying, confirming, understanding, and removing barriers to comprehension.",,KA::Communication PG::Executing,Cloze,
702,PMBOK6 - Core Terms,{{c1::Networking}} provides informal influence and stakeholder support to improve project performance.,,KA::Communication PG::Executing,Cloze,
703,PMBOK6 - Core Terms,What is the purpose of the Monitor Communications process?,Ensure information needs are met,KA::Communication PG::Monitoring,Basic,
704,PMBOK6 - Core Terms,Monitor Communications is performed during what period of the project?,Throughout the project,KA::Communication PG::Monitoring,Basic,
705,PMBOK6 - Core Terms,The key benefit of Monitor Communications is optimal information flow as defined in the {{c1::communications management plan}} and the {{c2::stakeholder engagement plan}}.,,KA::Communication PG::Monitoring,Cloze,
706,PMBOK6 - Core Terms,Monitor Communications helps determine if planned communication activities {{c1::had the desired effect}} on stakeholder support.,,KA::Communication PG::Monitoring,Cloze,
707,PMBOK6 - Core Terms,Which process may be triggered by findings from Monitor Communications?,Plan or Manage Communications,KA::Communication PG::Monitoring,Basic,
708,PMBOK6 - Core Terms,What are the two levels of risk in every project?,Individual and overall,KA::Risk,Basic,
709,PMBOK6 - Core Terms,{{c1::Individual project risk}} is an uncertain event or condition that affects project objectives.,,KA::Risk,Cloze,
710,PMBOK6 - Core Terms,{{c1::Overall project risk}} is the effect of uncertainty on the project as a whole.,,KA::Risk,Cloze,
711,PMBOK6 - Core Terms,What is the key benefit of Project Risk Management?,Improved project success,KA::Risk,Basic,
712,PMBOK6 - Core Terms,{{c1::Risk thresholds}} express the degree of acceptable variation around a project objective.,,KA::Risk,Cloze,
713,PMBOK6 - Core Terms,What are the two main types of non-event risks?,Variability and ambiguity,KA::Risk,Basic,
714,PMBOK6 - Core Terms,{{c1::Variability risk}} is uncertainty about key characteristics of planned events.,,KA::Risk,Cloze,
715,PMBOK6 - Core Terms,{{c1::Ambiguity risk}} is uncertainty about what might happen due to lack of knowledge.,,KA::Risk,Cloze,
716,PMBOK6 - Core Terms,Emergent risks can be addressed by developing what?,Project resilience,KA::Risk,Basic,
717,PMBOK6 - Core Terms,{{c1::Integrated risk management}} aligns risk ownership across organizational levels.,,KA::Risk,Cloze,
719,PMBOK6 - Core Terms,"{{c1::Development approach}} determines how risk processes are adapted (e.g., waterfall vs. agile).",,KA::Risk,Cloze,
720,PMBOK6 - Core Terms,What type of project environment incurs more uncertainty and risk?,High-variability,KA::Risk,Basic,
721,PMBOK6 - Core Terms,{{c1::Frequent reviews and cross-functional teams}} help manage risk in adaptive projects.,,KA::Risk,Cloze,
722,PMBOK6 - Core Terms,What is the purpose of the Plan Risk Management process?,Define how to conduct risk management,"KA::Risk,PG::Planning",Basic,
723,PMBOK6 - Core Terms,{{c1::Plan Risk Management}} should begin when a project is conceived and be completed early in the project.,,"KA::Risk,PG::Planning",Cloze,
724,PMBOK6 - Core Terms,What tool provides a hierarchical representation of potential sources of risk?,Risk Breakdown Structure (RBS),"KA::Risk,PG::Planning",Basic,
725,PMBOK6 - Core Terms,{{c1::Risk categories}} provide a means for grouping individual project risks.,,"KA::Risk,PG::Planning",Cloze,
726,PMBOK6 - Core Terms,A {{c1::risk breakdown structure (RBS)}} helps the team consider the full range of sources from which project risks may arise.,,"KA::Risk,PG::Planning",Cloze,
727,PMBOK6 - Core Terms,What determines acceptable levels of risk exposure in a project?,Stakeholder risk appetite,"KA::Risk,PG::Planning",Basic,
728,PMBOK6 - Core Terms,{{c1::Stakeholder risk appetite}} is expressed as measurable risk thresholds.,,"KA::Risk,PG::Planning",Cloze,
729,PMBOK6 - Core Terms,{{c1::Risk thresholds}} reflect the appetite of stakeholders and guide acceptable variation around project objectives.,,"KA::Risk,PG::Planning",Cloze,
730,PMBOK6 - Core Terms,Definitions of {{c1::risk probability and impact}} must reflect project context and stakeholder thresholds.,,"KA::Risk,PG::Planning",Cloze,
731,PMBOK6 - Core Terms,{{c1::Impact definitions}} for threats and opportunities may use the same scale but with opposite meanings.,,"KA::Risk,PG::Planning",Cloze,
732,PMBOK6 - Core Terms,A project may use {{c1::five levels}} for detailed risk assessment or {{c1::three levels}} for a simple process.,,"KA::Risk,PG::Planning",Cloze,
733,PMBOK6 - Core Terms,What matrix represents both threats and opportunities using probability and impact?,Probability and Impact Matrix,"KA::Risk,PG::Planning",Basic,
734,PMBOK6 - Core Terms,{{c1::Probability and impact matrix}} helps prioritize risks by plotting likelihood and consequence.,,"KA::Risk,PG::Planning",Cloze,
735,PMBOK6 - Core Terms,Numeric values in a risk matrix can be multiplied to give a {{c1::risk score}}.,,"KA::Risk,PG::Planning",Cloze,
736,PMBOK6 - Core Terms,What is the purpose of the Identify Risks process?,Document risks and sources,"KA::Risk,PG::Planning",Basic,
737,PMBOK6 - Core Terms,Identify Risks considers both {{c1::individual project risks}} and {{c2::overall project risk}}.,,"KA::Risk,PG::Planning",Cloze,
738,PMBOK6 - Core Terms,Why should project team members be involved in risk identification?,Ownership and responsibility,"KA::Risk,PG::Planning",Basic,
739,PMBOK6 - Core Terms,{{c1::Brainstorming}} helps generate a list of project risks using guided idea generation.,,"KA::Risk,PG::Planning",Cloze,
740,PMBOK6 - Core Terms,{{c1::Checklists}} are developed from historical projects to help identify recurring risks.,,"KA::Risk,PG::Planning",Cloze,
741,PMBOK6 - Core Terms,{{c1::Interviews}} help identify risks through discussion with stakeholders and experts.,,"KA::Risk,PG::Planning",Cloze,
742,PMBOK6 - Core Terms,Which analysis starts with a problem or benefit to trace risks or opportunities?,Root cause analysis,"KA::Risk,PG::Planning",Basic,
743,PMBOK6 - Core Terms,{{c1::Assumption and constraint analysis}} evaluates assumptions and constraints for risk potential.,,"KA::Risk,PG::Planning",Cloze,
744,PMBOK6 - Core Terms,"SWOT stands for Strengths, Weaknesses, Opportunities, and {{c1::Threats}}.",,"KA::Risk,PG::Planning",Cloze,
745,PMBOK6 - Core Terms,"{{c1::Document analysis}} identifies risks from reviewing plans, contracts, and records.",,"KA::Risk,PG::Planning",Cloze,
746,PMBOK6 - Core Terms,A {{c1::prompt list}} offers categories or frameworks to help identify risks.,,"KA::Risk,PG::Planning",Cloze,
747,PMBOK6 - Core Terms,What is the name for a meeting held specifically to identify risks?,Risk workshop,"KA::Risk,PG::Planning",Basic,
748,PMBOK6 - Core Terms,"{{c1::Risk register}} contains identified risks, owners, and responses.",,"KA::Risk,PG::Planning",Cloze,
749,PMBOK6 - Core Terms,What format helps ensure clarity in risk descriptions?,Structured risk statement,"KA::Risk,PG::Planning",Basic,
750,PMBOK6 - Core Terms,What may be added to a risk register beyond causes and effects?,Triggers and timing,"KA::Risk,PG::Planning",Basic,
751,PMBOK6 - Core Terms,{{c1::Risk report}} summarizes sources of overall project risk and key threats/opportunities.,,"KA::Risk,PG::Planning",Cloze,
752,PMBOK6 - Core Terms,What two major outputs result from the Identify Risks process?,Risk register and risk report,"KA::Risk,PG::Planning",Basic,
753,PMBOK6 - Core Terms,What is the purpose of the Perform Qualitative Risk Analysis process?,Prioritize individual risks,"KA::Risk,PG::Planning",Basic,
754,PMBOK6 - Core Terms,"{{c1::Perform Qualitative Risk Analysis}} assesses probability, impact, and other characteristics of individual project risks.",,"KA::Risk,PG::Planning",Cloze,
755,PMBOK6 - Core Terms,"This process is performed {{c1::throughout the project}}, often before each iteration in agile environments.",,"KA::Risk,PG::Planning",Cloze,
756,PMBOK6 - Core Terms,{{c1::Risk data quality assessment}} evaluates accuracy and reliability of risk data.,,"KA::Risk,PG::Planning",Cloze,
757,PMBOK6 - Core Terms,What does risk probability assessment consider?,Likelihood of occurrence,"KA::Risk,PG::Planning",Basic,
758,PMBOK6 - Core Terms,What does risk impact assessment consider?,Effect on project objectives,"KA::Risk,PG::Planning",Basic,
759,PMBOK6 - Core Terms,{{c1::Risk categorization}} helps determine areas most exposed to uncertainty.,,"KA::Risk,PG::Planning",Cloze,
760,PMBOK6 - Core Terms,What tool maps probability and impact to prioritize risks?,Probability and impact matrix,"KA::Risk,PG::Planning",Basic,
761,PMBOK6 - Core Terms,{{c1::Bubble charts}} can display three dimensions of risk data visually.,,"KA::Risk,PG::Planning",Cloze,
762,PMBOK6 - Core Terms,What is assigned to each risk during qualitative analysis?,Risk owner,"KA::Risk,PG::Planning",Basic,
763,PMBOK6 - Core Terms,What role increases meeting effectiveness in qualitative risk analysis?,Skilled facilitator,"KA::Risk,PG::Planning",Basic,
764,PMBOK6 - Core Terms,The period of time within which a response to the risk is to be implemented in order to be effective. A short period indicates high {{c1::urgency}}.,,"KA::Risk,PG::Planning",Cloze,
765,PMBOK6 - Core Terms,The period of time before the risk might have an impact on one or more project objectives. A short period indicates high {{c1::proximity}}.,,"KA::Risk,PG::Planning",Cloze,
766,PMBOK6 - Core Terms,The period of time that may elapse after a risk has occurred before its impact is discovered. A short period indicates low {{c1::dormancy}}.,,"KA::Risk,PG::Planning",Cloze,
767,PMBOK6 - Core Terms,"The ease with which the risk owner (or owning organization) can manage the occurrence or impact of a risk. Where management is easy, {{c1::manageability}} is high.",,"KA::Risk,PG::Planning",Cloze,
768,PMBOK6 - Core Terms,"The degree to which the risk owner (or owning organization) is able to control the risk's outcome. Where the outcome can be easily controlled, {{c1::controllability}} is high.",,"KA::Risk,PG::Planning",Cloze,
769,PMBOK6 - Core Terms,"The ease with which the results of the risk occurring, or being about to occur, can be detected and recognized. Where the risk occurrence can be detected easily, {{c1::detectability}} is high.",,"KA::Risk,PG::Planning",Cloze,
770,PMBOK6 - Core Terms,"The extent to which the risk is related to other individual project risks. Where a risk is connected to many other risks, {{c1::connectivity}} is high.",,"KA::Risk,PG::Planning",Cloze,
771,PMBOK6 - Core Terms,"The potential for the risk to have a positive or negative effect on the organization's strategic goals. Where the risk has a major effect on strategic goals, {{c1::strategic impact}} is high.",,"KA::Risk,PG::Planning",Cloze,
772,PMBOK6 - Core Terms,"The degree to which a risk is perceived to matter by one or more stakeholders. Where a risk is perceived as very significant, {{c1::propinquity}} is high.",,"KA::Risk,PG::Planning",Cloze,
773,PMBOK6 - Core Terms,What is the purpose of the Perform Quantitative Risk Analysis process?,Quantify overall project risk exposure,"KA::Risk,PG::Planning",Basic,
774,PMBOK6 - Core Terms,Perform Quantitative Risk Analysis uses data from which prior process?,Perform Qualitative Risk Analysis,"KA::Risk,PG::Planning",Basic,
775,PMBOK6 - Core Terms,"Uncertainty in cost, duration, or resources is modeled using {{c1::probability distributions}}.",,"KA::Risk,PG::Planning",Cloze,
776,PMBOK6 - Core Terms,Optional activities added to represent risk impact if they occur are called {{c1::probabilistic branches}}.,,"KA::Risk,PG::Planning",Cloze,
777,PMBOK6 - Core Terms,What analysis simulates combined effects of risks to evaluate project outcomes?,Monte Carlo analysis,"KA::Risk,PG::Planning",Basic,
778,PMBOK6 - Core Terms,What analysis calculates how often each element appears on the critical path?,Criticality analysis,"KA::Risk,PG::Planning",Basic,
779,PMBOK6 - Core Terms,What tool shows the correlation of inputs to outcomes in descending order?,Tornado diagram,"KA::Risk,PG::Planning",Basic,
780,PMBOK6 - Core Terms,What does sensitivity analysis determine in risk analysis?,Which risks have most impact,"KA::Risk,PG::Planning",Basic,
781,PMBOK6 - Core Terms,Decision trees help evaluate multiple paths using what metric?,Expected monetary value,"KA::Risk,PG::Planning",Basic,
782,PMBOK6 - Core Terms,"What diagram shows entities, influences, and relationships in uncertainty?",Influence diagram,"KA::Risk,PG::Planning",Basic,
783,PMBOK6 - Core Terms,What document is updated with results of quantitative risk analysis?,Risk report,"KA::Risk,PG::Planning",Basic,
784,PMBOK6 - Core Terms,Chances of success and range of outcomes reflect what risk measure?,Overall project risk exposure,"KA::Risk,PG::Planning",Basic,
785,PMBOK6 - Core Terms,An S-curve from Monte Carlo output is an example of a {{c1::detailed probabilistic analysis}}.,,"KA::Risk,PG::Planning",Cloze,
786,PMBOK6 - Core Terms,What type of risks are listed based on sensitivity analysis results?,Prioritized list of individual project risks,"KA::Risk,PG::Planning",Basic,
787,PMBOK6 - Core Terms,"As quantitative analysis is repeated, what insights may emerge?",Trends in results,"KA::Risk,PG::Planning",Basic,
788,PMBOK6 - Core Terms,What may be suggested as a result of the analysis to reduce exposure?,Recommended risk responses,"KA::Risk,PG::Planning",Basic,
789,PMBOK6 - Core Terms,What is the purpose of Plan Risk Responses?,Address project risk exposure,"KA::Risk,PG::Planning",Basic,
790,PMBOK6 - Core Terms,Plan Risk Responses is performed {{c1::throughout the project}}.,,"KA::Risk,PG::Planning",Cloze,
791,PMBOK6 - Core Terms,"{{c1::Effective risk responses}} minimize threats, maximize opportunities, and reduce overall risk.",,"KA::Risk,PG::Planning",Cloze,
792,PMBOK6 - Core Terms,{{c1::Secondary risks}} arise as a result of implementing a risk response.,,"KA::Risk,PG::Planning",Cloze,
793,PMBOK6 - Core Terms,{{c1::Contingency plans}} are developed if the selected risk strategy proves ineffective.,,"KA::Risk,PG::Planning",Cloze,
794,PMBOK6 - Core Terms,What does the risk register input provide to Plan Risk Responses?,Details on risks needing response,"KA::Risk,PG::Planning",Basic,
795,PMBOK6 - Core Terms,{{c1::Risk report}} input informs selection of overall risk response strategies.,,"KA::Risk,PG::Planning",Cloze,
796,PMBOK6 - Core Terms,What technique compares characteristics of different response options?,Alternatives analysis,"KA::Risk,PG::Planning",Basic,
797,PMBOK6 - Core Terms,{{c1::Cost-benefit analysis}} evaluates monetary effectiveness of risk responses.,,"KA::Risk,PG::Planning",Cloze,
798,PMBOK6 - Core Terms,What does the updated risk register include?,Chosen strategies and contingency plans,"KA::Risk,PG::Planning",Basic,
799,PMBOK6 - Core Terms,{{c1::Fallback plans}} are developed when primary responses may be inadequate.,,"KA::Risk,PG::Planning",Cloze,
800,PMBOK6 - Core Terms,What does the updated risk report reflect?,Agreed responses and expected changes,"KA::Risk,PG::Planning",Basic,
802,PMBOK6 - Core Terms,"After escalation, who owns a threat?","Program, portfolio, or other relevant org level","KA::Risk,PG::Planning",Basic,
803,PMBOK6 - Core Terms,What does the 'Avoid' strategy aim to do with a threat?,Eliminate threat or its impact,"KA::Risk,PG::Planning",Basic,
804,PMBOK6 - Core Terms,Give an example of an 'Avoid' strategy action.,Change schedule or scope to remove threat,"KA::Risk,PG::Planning",Basic,
805,PMBOK6 - Core Terms,How does the 'Transfer' strategy address threats?,Shifts risk to third party,"KA::Risk,PG::Planning",Basic,
806,PMBOK6 - Core Terms,Give an example of a 'Transfer' action.,"Insurance, warranties, or performance bonds","KA::Risk,PG::Planning",Basic,
807,PMBOK6 - Core Terms,How does the 'Mitigate' strategy reduce threats?,Reduces probability or impact,"KA::Risk,PG::Planning",Basic,
808,PMBOK6 - Core Terms,What is an example of mitigation?,"Redundancy, prototypes, or more testing","KA::Risk,PG::Planning",Basic,
809,PMBOK6 - Core Terms,What does it mean to 'Accept' a threat?,No proactive action taken,"KA::Risk,PG::Planning",Basic,
810,PMBOK6 - Core Terms,What is active acceptance of a threat?,Setting contingency reserves,"KA::Risk,PG::Planning",Basic,
811,PMBOK6 - Core Terms,Why would an opportunity be escalated?,It's outside project scope or PM authority,"KA::Risk,PG::Planning",Basic,
812,PMBOK6 - Core Terms,Who owns escalated opportunities?,"Program, portfolio, or org-level owner","KA::Risk,PG::Planning",Basic,
813,PMBOK6 - Core Terms,What does the 'Exploit' strategy do?,Guarantees opportunity happens,"KA::Risk,PG::Planning",Basic,
814,PMBOK6 - Core Terms,Example of exploiting an opportunity?,Use top talent or new tech to ensure benefit,"KA::Risk,PG::Planning",Basic,
815,PMBOK6 - Core Terms,What does the 'Share' strategy involve?,Third party shares benefit of opportunity,"KA::Risk,PG::Planning",Basic,
816,PMBOK6 - Core Terms,Example of sharing an opportunity?,Joint ventures or risk-sharing partnerships,"KA::Risk,PG::Planning",Basic,
817,PMBOK6 - Core Terms,What does the 'Enhance' strategy do?,Increase probability or impact,"KA::Risk,PG::Planning",Basic,
818,PMBOK6 - Core Terms,How might a team enhance an opportunity?,Add resources or emphasize causes,"KA::Risk,PG::Planning",Basic,
819,PMBOK6 - Core Terms,What is the 'Accept' strategy for opportunities?,Acknowledge but take no action,"KA::Risk,PG::Planning",Basic,
820,PMBOK6 - Core Terms,What is active acceptance for an opportunity?,Set aside reserves to seize opportunity,"KA::Risk,PG::Planning",Basic,
821,PMBOK6 - Core Terms,What are contingent response strategies used for?,Executed only under predefined trigger conditions,"KA::Risk,PG::Planning",Basic,
822,PMBOK6 - Core Terms,What is the 'Avoid' strategy for overall project risk?,Reduce negative effect to stay within thresholds,"KA::Risk,PG::Planning",Basic,
823,PMBOK6 - Core Terms,Extreme form of overall risk avoidance?,Project cancellation,"KA::Risk,PG::Planning",Basic,
824,PMBOK6 - Core Terms,What is the 'Exploit' strategy for overall risk?,Capture positive effect of uncertainty,"KA::Risk,PG::Planning",Basic,
825,PMBOK6 - Core Terms,Example of exploiting overall project risk?,Add high-benefit scope,"KA::Risk,PG::Planning",Basic,
826,PMBOK6 - Core Terms,What does 'Transfer/share' mean for overall risk?,Shift or share risk with third party,"KA::Risk,PG::Planning",Basic,
827,PMBOK6 - Core Terms,Example of transfer/share of overall risk?,"Joint venture, collaborative structure","KA::Risk,PG::Planning",Basic,
828,PMBOK6 - Core Terms,What does 'Mitigate/enhance' do for overall risk?,Adjusts project to optimize outcomes,"KA::Risk,PG::Planning",Basic,
829,PMBOK6 - Core Terms,Example of mitigate/enhance overall risk?,"Replanning, resource shift, delivery change","KA::Risk,PG::Planning",Basic,
830,PMBOK6 - Core Terms,What does 'Accept' mean for overall risk?,"No action, continue as defined","KA::Risk,PG::Planning",Basic,
831,PMBOK6 - Core Terms,What is active acceptance for overall risk?,Establish contingency reserves,"KA::Risk,PG::Planning",Basic,
832,PMBOK6 - Core Terms,What is the purpose of the Implement Risk Responses process?,Execute risk responses,"KA::Risk,PG::Executing",Basic,
833,PMBOK6 - Core Terms,Implement Risk Responses ensures that {{c1::agreed-upon responses}} are executed to address overall and individual risks.,,"KA::Risk,PG::Executing",Cloze,
834,PMBOK6 - Core Terms,A common problem is planning risk responses but taking {{c1::no action}} to implement them.,,"KA::Risk,PG::Executing",Cloze,
835,PMBOK6 - Core Terms,Effective implementation requires effort from {{c1::risk owners}} to manage threats and opportunities.,,"KA::Risk,PG::Executing",Cloze,
837,PMBOK6 - Core Terms,Monitor Risks uses performance info to determine if {{c1::implemented risk responses are effective}}.,,"KA::Risk,PG::Monitoring",Cloze,
838,PMBOK6 - Core Terms,Monitor Risks also checks if the {{c1::overall project risk level has changed}}.,,"KA::Risk,PG::Monitoring",Cloze,
839,PMBOK6 - Core Terms,Monitor Risks checks if project assumptions are still {{c1::valid}} and risk strategy is still {{c2::appropriate}}.,,"KA::Risk,PG::Monitoring",Cloze,
840,PMBOK6 - Core Terms,Technical performance analysis compares actual results against {{c1::technical targets}} like weight or defect rates.,,"KA::Risk,PG::Monitoring",Cloze,
843,PMBOK6 - Core Terms,"Meetings during Monitor Risks include {{c1::risk reviews}}, which examine risk response effectiveness and identify new risks.",,"KA::Risk,PG::Monitoring",Cloze,
844,PMBOK6 - Core Terms,"{{c1::Project Procurement Management}} involves acquiring goods, services, or results from outside the project team.",,KA::Procurement,Cloze,
845,PMBOK6 - Core Terms,The project manager is usually not authorized to {{c1::sign legal agreements}} binding the organization.,,KA::Procurement,Cloze,
846,PMBOK6 - Core Terms,The legal enforceability of a contract depends on {{c1::whether it is included in the contract document}}.,,KA::Procurement,Cloze,
847,PMBOK6 - Core Terms,"A {{c1::contract}} should clearly state deliverables, results, and any required knowledge transfer.",,KA::Procurement,Cloze,
848,PMBOK6 - Core Terms,"In procurement, the {{c1::seller}} may also act as a buyer to lower-tier subcontractors or suppliers.",,KA::Procurement,Cloze,
849,PMBOK6 - Core Terms,"Procurement agreements can take forms such as {{c1::contracts, SLAs, MOAs, or purchase orders}}.",,KA::Procurement,Cloze,
850,PMBOK6 - Core Terms,"Project Procurement Management must comply with {{c1::local, national, and international laws}}.",,KA::Procurement,Cloze,
851,PMBOK6 - Core Terms,"In {{c1::centralized purchasing}}, procurement is handled by a separate department; in {{c2::decentralized purchasing}}, the project manager may negotiate and sign contracts.",,KA::Procurement,Cloze,
852,PMBOK6 - Core Terms,"In international contracts, {{c1::legal jurisdictions}} must be clearly spelled out in the contract.",,KA::Procurement,Cloze,
853,PMBOK6 - Core Terms,"A {{c1::procurement statement of work (SOW)}} defines deliverables, milestones, and performance standards from the seller.",,KA::Procurement,Cloze,
854,PMBOK6 - Core Terms,Use of standardized legal language in contracts allows {{c1::appendices or annexes}} to contain scope-specific sections.,,KA::Procurement,Cloze,
855,PMBOK6 - Core Terms,The {{c1::buyer-seller}} relationship may exist at many levels and between both internal and external organizations.,,KA::Procurement,Cloze,
