deck,front,back,tags,note_type,media
PMBOK6 - Core Terms,What is the primary concern of Project Cost Management?,"Cost of resources",KA::Cost ECO::Process,Basic,
PMBOK6 - Core Terms,"What lifecycle costs should be considered in Project Cost Management?","Use, maintenance, support",KA::Cost ECO::Process,Basic,
PMBOK6 - Core Terms,"Project decisions may reduce project cost but increase what?","Operating costs",KA::Cost ECO::Process,Basic,
PMBOK6 - Core Terms,"Why do different stakeholders measure costs at different times?","Different accounting/reporting points",KA::Cost ECO::Business,Basic,
PMBOK6 - Core Terms,"When is the cost of an acquired item measured?","Decision, order, delivery, or accounting",KA::Cost ECO::Business,Basic,
PMBOK6 - Core Terms,What financial techniques may be included in Cost Management?,"ROI, DCF, payback analysis",KA::Cost ECO::Business,Basic,
PMBOK6 - Core Terms,"{{c1::Earned Schedule (ES)}} extends EVM to better evaluate schedule performance.","Earned Schedule (ES)",KA::Cost PG::Monitoring,Cloze,
PMBOK6 - Core Terms,"In Earned Schedule theory, schedule variance is calculated as {{c1::ES - AT}}.","ES - AT",KA::Cost PG::Monitoring,Cloze,
PMBOK6 - Core Terms,"A positive value for ES - AT indicates the project is {{c1::ahead of schedule}}.","ahead of schedule",KA::Cost PG::Monitoring,Cloze,
PMBOK6 - Core Terms,"{{c1::SPI}} using earned schedule is calculated as ES ÷ AT.","SPI = ES ÷ AT",KA::Cost PG::Monitoring,Cloze,
PMBOK6 - Core Terms,"Earned Schedule theory can be used to forecast what?","Project completion date",KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,"What tailoring factor relates to historical financial data access?","Knowledge management",KA::Cost ECO::Process,Basic,
PMBOK6 - Core Terms,"What tailoring factor involves existing guidelines for estimating?","Estimating and budgeting",KA::Cost ECO::Process,Basic,
PMBOK6 - Core Terms,"What tailoring factor evaluates use of cost control metrics?","Earned Value Management",KA::Cost ECO::Process,Basic,
PMBOK6 - Core Terms,"What tailoring factor addresses iterative methods?","Use of agile approach",KA::Cost ECO::Agile,Basic,
PMBOK6 - Core Terms,"What tailoring factor relates to policies and oversight?","Governance",KA::Cost ECO::Governance,Basic,
PMBOK6 - Core Terms,"Why might detailed cost estimates be avoided in adaptive projects?","Frequent changes",KA::Cost ECO::Agile,Basic,
PMBOK6 - Core Terms,"How are costs forecasted in high-variability projects?","Lightweight estimation",KA::Cost ECO::Agile,Basic,
PMBOK6 - Core Terms,"In high-variability but budget-constrained projects, what is adjusted?","Scope and schedule",KA::Cost ECO::Agile,Basic
PMBOK6 - Core Terms,"What is the purpose of the Plan Cost Management process?","Define how costs are estimated, budgeted, managed, monitored, and controlled",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What is the key benefit of Plan Cost Management?","Provides guidance and direction for cost management",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"How often is the Plan Cost Management process performed?","Once or at predefined points",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What document defines preapproved financial resources?","Project charter",KA::Cost PG::Initiating,Basic,
PMBOK6 - Core Terms,"What plan provides criteria for developing and controlling the schedule?","Schedule management plan",KA::Cost KA::Schedule PG::Planning,Basic,
PMBOK6 - Core Terms,"What plan provides processes that impact cost estimation and management?","Risk management plan",KA::Cost KA::Risk PG::Planning,Basic,
PMBOK6 - Core Terms,"What enterprise factors can influence cost planning?","Culture, market, exchange rates, databases",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What organizational assets influence cost planning?","Financial procedures, databases, lessons learned",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What expertise is used in Plan Cost Management?","Similar projects, industry info, EVM",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What data analysis technique is commonly used in Plan Cost Management?","Alternatives analysis",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What is a common purpose of meetings during cost planning?","Develop cost management plan",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"{{c1::Cost management plan}} describes how costs will be planned, structured, and controlled.","Cost management plan",KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,"What does the cost management plan define regarding units?","Units of measure",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What does the cost management plan define regarding rounding?","Level of precision",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What does the cost management plan define regarding contingency?","Level of accuracy",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What is the WBS element used in cost accounting?","Control account",KA::Cost KA::Scope PG::Planning,Basic,
PMBOK6 - Core Terms,"What are control thresholds?","Allowed cost variance limits",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What do performance measurement rules in the cost plan establish?","EVM techniques and tracking",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What is defined by the cost management plan for communication?","Reporting formats",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"What additional detail might be included in the cost plan?","Funding choices, currency fluctuation procedures",KA::Cost PG::Planning,Basic
PMBOK6 - Core Terms,What is the purpose of the Estimate Costs process?,Develop cost approximation for project resources,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the key benefit of Estimate Costs?,Determines monetary resources required,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,How often is Estimate Costs performed?,Periodically as needed,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is a cost estimate?,Quantitative assessment of likely costs,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What factors should cost estimates consider?,Trade-offs and risks,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the ROM estimate range?,-25% to +75%,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the definitive estimate range?,-5% to +10%,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What are examples of resources estimated in costs?,"Labor, materials, equipment",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What plan defines estimating methods and required accuracy?,Cost management plan,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What plan describes quality-related cost resources?,Quality management plan,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What components are in the scope baseline?,"Scope statement, WBS, WBS dictionary",KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What document identifies cost-affecting risks?,Risk register,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,{{c1::Analogous estimating}} uses previous project values to estimate costs.,Analogous estimating,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Parametric estimating}} uses historical data and variables to estimate costs.,Parametric estimating,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Bottom-up estimating}} estimates cost at detailed work package level.,Bottom-up estimating,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,"{{c1::Three-point estimating}} uses optimistic, pessimistic, and most likely values.",Three-point estimating,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,What is the formula for triangular distribution?,cE = (cO + cM + cP) / 3,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the formula for beta distribution?,cE = (cO + 4cM + cP) / 6,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What does reserve analysis estimate?,Contingency reserves,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What do contingency reserves address?,Known-unknowns,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What type of cost includes financing or inflation allowances?,Special categories,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the purpose of the Determine Budget process?,Aggregate costs to establish cost baseline,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the key benefit of Determine Budget?,Establishes cost baseline for project,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the cost baseline?,Time-phased authorized budget,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the cost baseline used for?,Measure and monitor cost performance,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is included in total funding requirements?,Cost baseline + management reserves,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What tool aggregates activity costs to establish the budget?,Cost aggregation,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What analysis evaluates funding over time?,Funding limit reconciliation,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is reserve analysis used for in budgeting?,Identify management and contingency reserves,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,Who may approve the cost baseline?,Customer or sponsor,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is a project funding requirement?,Forecast of periodic and total funding,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,{{c1::Funding limit reconciliation}} matches planned spending with funding limits.,Funding limit reconciliation,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Cost aggregation}} combines costs from WBS to determine the budget.,Cost aggregation,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Cost baseline}} includes contingency reserves but excludes management reserves.,Cost baseline,KA::Cost PG::Planning,Cloze,
PMBOK6 - Core Terms,What is excluded from the cost baseline?,Management reserves,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What process is required to change the cost baseline?,Formal change control,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What is the cost baseline used to compare?,Planned vs. actual results,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What makes up control account costs?,Work package costs + contingency reserves,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What does summing control accounts produce?,Cost baseline,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What view is enabled by tying cost to schedule?,Time-phased S-curve,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,"In EVM, what is another name for the cost baseline?",Performance measurement baseline,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,How are management reserves moved into the cost baseline?,Through change control,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,What does funding limit reconciliation sometimes require?,Rescheduling work,KA::Cost PG::Planning,Basic,
PMBOK6 - Core Terms,Why is monitoring expenditures alone of limited value?,It ignores value of work done,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Planned Value (PV)?,Authorized budget for scheduled work,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Earned Value (EV)?,Budget for work completed,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Actual Cost (AC)?,Cost incurred for work done,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Schedule Variance (SV)?,EV - PV,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Cost Variance (CV)?,EV - AC,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Schedule Performance Index (SPI)?,EV ÷ PV,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is Cost Performance Index (CPI)?,EV ÷ AC,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is trend analysis used for?,Assess cost/schedule performance trends,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the formula for EAC (budgeted rate)?,EAC = AC + (BAC - EV),KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the formula for EAC (CPI-based)?,EAC = BAC ÷ CPI,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the formula for EAC (CPI and SPI)?,EAC = AC + [(BAC - EV)/(CPI × SPI)],KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the formula for EAC (manual)?,EAC = AC + Bottom-up ETC,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is To-Complete Performance Index (TCPI)?,Required efficiency to meet goal,KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the TCPI formula using BAC?,TCPI = (BAC - EV) ÷ (BAC - AC),KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What is the TCPI formula using EAC?,TCPI = (BAC - EV) ÷ (EAC - AC),KA::Cost PG::Monitoring,Basic,
PMBOK6 - Core Terms,What does Project Quality Management address?,Management of project and its deliverables,KA::Quality,Basic,
PMBOK6 - Core Terms,Why is it important to meet quality requirements?,Avoid negative stakeholder impacts,KA::Quality,Basic,
PMBOK6 - Core Terms,What's the difference between quality and grade?,Quality = meets requirements; Grade = design category,KA::Quality,Basic,
PMBOK6 - Core Terms,What is preferred: prevention or inspection?,Prevention,KA::Quality,Basic,
PMBOK6 - Core Terms,What is prevention in quality?,Keeping errors out of the process,KA::Quality,Basic,
PMBOK6 - Core Terms,What is inspection in quality?,Keeping errors out of the hands of the customer,KA::Quality,Basic,
PMBOK6 - Core Terms,What is attribute sampling?,Result conforms or not,KA::Quality,Basic,
PMBOK6 - Core Terms,What is variable sampling?,Result rated on a continuous scale,KA::Quality,Basic,
PMBOK6 - Core Terms,What are tolerances?,Specified range of acceptable results,KA::Quality,Basic,
PMBOK6 - Core Terms,What are control limits?,Boundaries of common variation in a stable process,KA::Quality,Basic,
PMBOK6 - Core Terms,What does COQ stand for?,Cost of Quality,KA::Quality,Basic,
PMBOK6 - Core Terms,What are failure costs in COQ?,Costs from not meeting requirements,KA::Quality,Basic,
PMBOK6 - Core Terms,What is the least effective quality management level?,Letting customer find defects,KA::Quality,Basic,
PMBOK6 - Core Terms,What is the most effective quality management level?,Organization-wide quality culture,KA::Quality,Basic,
PMBOK6 - Core Terms,What does customer satisfaction involve?,Conformance + fitness for use,KA::Quality,Basic,
PMBOK6 - Core Terms,What cycle is basis for continual improvement?,Plan-Do-Check-Act (PDCA),KA::Quality,Basic,
PMBOK6 - Core Terms,Why is management responsibility important in quality?,They provide resources for success,KA::Quality,Basic,
PMBOK6 - Core Terms,Why develop partnerships with suppliers?,To enhance mutual value and performance,KA::Quality,Basic,
PMBOK6 - Core Terms,What tailoring factor considers audits and tools?,Policy compliance and auditing,KA::Quality,Basic,
PMBOK6 - Core Terms,What tailoring factor addresses industry rules?,Standards and regulatory compliance,KA::Quality,Basic,
PMBOK6 - Core Terms,What tailoring factor involves ongoing improvement?,Continuous improvement,KA::Quality,Basic,
PMBOK6 - Core Terms,What tailoring factor focuses on cooperation?,Stakeholder engagement,KA::Quality,Basic,
PMBOK6 - Core Terms,How does agile handle quality?,Built-in frequent quality and review steps,KA::Quality,Basic,
PMBOK6 - Core Terms,What are retrospectives used for in agile?,Evaluate and improve quality processes,KA::Quality,Basic,
PMBOK6 - Core Terms,Why does agile use small batches?,To find quality issues earlier,KA::Quality,Basic,
PMBOK6 - Core Terms,What is the purpose of Plan Quality Management?,Identify quality requirements and document compliance plan,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What is the key benefit of Plan Quality Management?,Provides guidance on quality management and verification,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,How often is Plan Quality Management performed?,Once or at predefined points,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What input provides the high-level project description and success criteria?,Project charter,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What plan outlines the approach to identify and manage requirements?,Requirements management plan,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What plan helps align quality management with identified risks?,Risk management plan,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What document links product requirements to deliverables and testing?,Requirements traceability matrix,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What document identifies stakeholders with an interest in quality?,Stakeholder register,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What is benchmarking used for in quality planning?,Compare practices to identify improvements,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What does cost-benefit analysis evaluate in quality planning?,If planned quality activities are cost-effective,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What are the 4 cost of quality categories?,"Prevention, appraisal, internal failure, external failure",KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What is the goal of test and inspection planning?,Ensure deliverables meet performance and stakeholder expectations,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What is the purpose of the quality management plan?,Describe how policies and procedures ensure quality objectives,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What does a quality metric describe?,An attribute and how compliance will be verified,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What are examples of quality metrics?,"CPI, defect rate, test coverage",KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What does the SIPOC model illustrate?,"Suppliers, inputs, process, outputs, customers",KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What does a flowchart represent in quality planning?,"Steps, decisions, and logic of a process",KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What is a logical data model used for in quality management?,Identifying data integrity or quality issues,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What do matrix diagrams help identify?,Strength of relationships between factors,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What is the purpose of mind mapping in quality planning?,Visually organize quality requirements and ideas,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,"{{c1::Flowcharts}} show steps, decisions, and logic in a process to help identify quality defects.",Flowcharts,KA::Quality PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Logical data models}} help identify potential data quality issues.,Logical data models,KA::Quality PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Matrix diagrams}} evaluate relationships between different quality factors.,Matrix diagrams,KA::Quality PG::Planning,Cloze,
PMBOK6 - Core Terms,"In quality planning, {{c1::mind mapping}} is used to rapidly gather quality requirements and dependencies.",Mind mapping,KA::Quality PG::Planning,Cloze,
PMBOK6 - Core Terms,What are prevention costs?,Costs to prevent poor quality,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What are appraisal costs?,Costs for testing and inspection,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,What are failure costs?,Costs due to product nonconformance,KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,{{c1::Cost of conformance}} includes prevention and appraisal costs.,Cost of conformance,KA::Quality PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Cost of nonconformance}} includes internal and external failure costs.,Cost of nonconformance,KA::Quality PG::Planning,Cloze,
PMBOK6 - Core Terms,Money spent during the project to avoid failures,"Cost of Conformance",KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,Money spent during and after the project because of failures,"Cost of Nonconformance",KA::Quality PG::Planning,Basic,
PMBOK6 - Core Terms,"The Manage Quality process is also referred to as {{c1::quality assurance}} in project management.","","KA::Quality PG::Executing","Cloze"
PMBOK6 - Core Terms,"A {{c1::cause-and-effect diagram}} is also known as a fishbone or Ishikawa diagram.","","KA::Quality PG::Executing","Cloze"
PMBOK6 - Core Terms,"The purpose of {{c1::quality audits}} is to identify good practices, gaps, and provide improvement recommendations.","","KA::Quality PG::Executing","Cloze"
PMBOK6 - Core Terms,"{{c1::Scatter diagrams}} show the relationship between two variables and can demonstrate potential correlations.","","KA::Quality PG::Executing","Cloze"
PMBOK6 - Core Terms,"{{c1::Root cause analysis}} identifies the underlying cause of a variance, defect, or risk.","","KA::Quality PG::Executing","Cloze"
PMBOK6 - Core Terms,What does 'Design for X' (DfX) refer to in the Manage Quality process?,"Technical guidelines for optimizing design aspects like reliability, cost, and usability",KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,What are some areas that 'X' can represent in 'Design for X'?,"Reliability, assembly, manufacturing, cost, usability, safety, quality",KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,"Design for X can result in cost reduction, {{c1::quality improvement}}, better performance, and customer satisfaction.",,KA::Quality PG::Executing,Cloze,
PMBOK6 - Core Terms,What is the primary purpose of a quality audit?,"Check compliance with policies, processes, and procedures",KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,Who typically conducts a quality audit?,Internal or external audit team,KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,"Quality audits may help identify best practices, gaps, and {{c1::nonconformities}}.",,KA::Quality PG::Executing,Cloze,
PMBOK6 - Core Terms,What actions can quality audits confirm?,"Implementation of approved change requests, corrective and preventive actions",KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,What is another name for a cause-and-effect diagram?,Ishikawa diagram,KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,What is the purpose of an Ishikawa diagram?,Break down causes of a problem into discrete branches,KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,An Ishikawa diagram is also known as a {{c1::fishbone}} or why-why diagram.,,KA::Quality PG::Executing,Cloze,
PMBOK6 - Core Terms,What is the relationship between 'Manage Quality' and 'quality assurance'?,Manage Quality includes quality assurance but also covers design and process improvements,KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,"In PMBOK, Manage Quality work falls under the {{c1::conformance}} category of the cost of quality framework.",,KA::Quality PG::Executing,Cloze,
PMBOK6 - Core Terms,Who participates in Manage Quality activities?,"Project manager, team, sponsor, organization, and customer",KA::Quality PG::Executing,Basic,
PMBOK6 - Core Terms,What is the purpose of the Control Quality process?,To assess performance and ensure outputs meet requirements,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What is the key benefit of the Control Quality process?,Verifies deliverables meet stakeholder requirements,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What are verified deliverables?,Deliverables checked for correctness and input to Validate Scope,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What are quality control measurements?,Documented results of quality control activities,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What is the purpose of inspections in quality control?,Determine conformance of work products to standards,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What is statistical sampling?,Selecting a subset for inspection to measure quality,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What is a check sheet used for?,Organizing data to identify frequency and causes of defects,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What does a control chart indicate?,If a process is stable and within control limits,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What is the role of questionnaires in Control Quality?,Gather customer satisfaction data post-deployment,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,What should be reviewed during quality control meetings?,Approved changes and implementation completeness,KA::Quality PG::MonitoringAndControlling,Basic,
PMBOK6 - Core Terms,Control Quality verifies that deliverables meet {{c1::requirements specified by stakeholders}}.,,KA::Quality PG::MonitoringAndControlling,Cloze,
PMBOK6 - Core Terms,The Control Quality process uses {{c1::statistical sampling}} to assess a subset of results.,,KA::Quality PG::MonitoringAndControlling,Cloze,
PMBOK6 - Core Terms,{{c1::Control charts}} show if a process is in control or needs corrective action.,,KA::Quality PG::MonitoringAndControlling,Cloze,
PMBOK6 - Core Terms,Inspections are used to determine {{c1::conformance to documented standards}}.,,KA::Quality PG::MonitoringAndControlling,Cloze,
PMBOK6 - Core Terms,Verified deliverables are passed to the {{c1::Validate Scope}} process.,,KA::Quality PG::MonitoringAndControlling,Cloze,
PMBOK6 - Core Terms,"What type of sampling involves selecting 10 engineering drawings at random from a list of 75?","Statistical sampling","KA::Quality PG::MonitoringAndControlling","Basic",
PMBOK6 - Core Terms,What is the difference between team resources and physical resources?,"Team resources are human; physical resources include equipment, materials, and facilities.",KA::Resource,Basic,
PMBOK6 - Core Terms,What is the role of the project manager in managing the project team?,"To lead and manage team formation, communication, and motivation.",KA::Resource,Basic,
PMBOK6 - Core Terms,What is a key leadership responsibility in Project Resource Management?,"Developing team competencies, satisfaction, and motivation.",KA::Resource,Basic,
PMBOK6 - Core Terms,Why is efficient management of physical resources important?,"To avoid delays, quality issues, and increased costs.",KA::Resource,Basic,
PMBOK6 - Core Terms,{{c1::Emotional intelligence (EI)}} helps project managers manage relationships and team dynamics effectively.,Emotional intelligence (EI),KA::Resource,Cloze,
PMBOK6 - Core Terms,What are self-organizing teams and where are they commonly used?,"Teams that manage themselves, common in agile/IT projects.",KA::Resource,Basic,
PMBOK6 - Core Terms,What are two challenges of managing virtual teams?,Communication gaps and tracking progress.,KA::Resource,Basic,
PMBOK6 - Core Terms,Why are virtual teams advantageous in modern project environments?,They enable access to remote expertise and increase flexibility.,KA::Resource,Basic,
PMBOK6 - Core Terms,"{{c1::Tailoring considerations}} in resource management include diversity, team location, and industry-specific needs.",Tailoring considerations,KA::Resource,Cloze,
PMBOK6 - Core Terms,How do agile environments affect planning for human and physical resources?,Agreements for fast supply and lean methods are critical due to variability.,KA::Resource,Basic,
PMBOK6 - Core Terms,"{{c1::Lean Management}} seeks to eliminate waste and optimize efficiency in project resource use.","Lean Management",KA::Resource,Cloze,
PMBOK6 - Core Terms,"{{c1::Just-in-Time (JIT)}} is a manufacturing method where materials arrive only as needed to reduce inventory costs.","Just-in-Time (JIT)",KA::Resource,Cloze,
PMBOK6 - Core Terms,"{{c1::Kaizen}} refers to continuous small improvements in processes for long-term efficiency gains.","Kaizen",KA::Resource,Cloze,
PMBOK6 - Core Terms,"{{c1::Total Productive Maintenance (TPM)}} aims to maximize equipment effectiveness and reduce downtime.","Total Productive Maintenance (TPM)",KA::Resource,Cloze,
PMBOK6 - Core Terms,"The {{c1::Theory of Constraints (TOC)}} is a methodology for identifying and managing the most limiting factor (constraint) to improve project outcomes.","Theory of Constraints (TOC)",KA::Resource,Cloze,
PMBOK6 - Core Terms,What is a team charter?,"A document that defines team values, agreements, and operating guidelines.",KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,What are key components of a team charter?,"Values, communication, decision-making, conflict resolution, meeting guidelines, team agreements",KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,Why should the team help develop the team charter?,"To ensure commitment, reduce misunderstandings, and increase productivity.",KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,{{c1::All project team members}} share responsibility for following the team charter.,All project team members,KA::Resource PG::Planning,Cloze,
PMBOK6 - Core Terms,"The function assumed by, or assigned to, a person in the project.",Role,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,"The rights to apply project resources, make decisions, or sign approvals.",Authority,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,The assigned duties and work expected to be performed.,Responsibility,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,The skill and capacity required to complete project work.,Competence,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,{{c1::Organizational theory}} provides insight into team behavior and improves planning efficiency.,Organizational theory,KA::Resource PG::Planning,Cloze,
PMBOK6 - Core Terms,{{c1::Flexible leadership styles}} are recommended to match a team's maturity level.,Flexible leadership styles,KA::Resource PG::Planning,Cloze,
PMBOK6 - Core Terms,What does a work breakdown structure (WBS) show?,How project deliverables are broken into work packages.,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,What does an organizational breakdown structure (OBS) depict?,Project work organized by existing departments or units.,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,What is a resource breakdown structure?,A hierarchical list of team and physical resources by category and type.,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,What is a Responsibility Assignment Matrix (RAM)?,A chart that links project work with team members.,KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,What does 'RACI' in a RACI chart stand for?,"Responsible, Accountable, Consult, Inform",KA::Resource PG::Planning,Basic,
PMBOK6 - Core Terms,{{c1::RAMs}} ensure one person is accountable for each task.,RAMs,KA::Resource PG::Planning,Cloze,
PMBOK6 - Core Terms,What does a resource breakdown structure represent?,A hierarchical representation of resources by category and type,KA::Resource PG::Estimating,Basic,
PMBOK6 - Core Terms,{{c1::Resource breakdown structure}} categorizes resources by type and attributes like skill level or certification.,Resource breakdown structure,KA::Resource PG::Estimating,Cloze,
PMBOK6 - Core Terms,What do resource requirements define for each work package or activity?,Types and quantities of resources needed,KA::Resource PG::Estimating,Basic,
